MMSI,TrackNumber,SimpleVesselType,ComplexVesselType,StartTime,ContestVesselType
247083480,111487,Trawler,Trawler,1435708891,Trawler
247083530,104731,Trawler,Trawler,1435717608,Trawler
247083540,123175,Trawler,Trawler,1435715432,Trawler
247083550,109655,Trawler,Trawler,1435716082,Trawler
247083860,101375,Trawler,Trawler,1435709262,Trawler
247083890,127851,Trawler,Trawler,1436194151,Trawler
247083920,126917,Trawler,Trawler,1435708860,Trawler
247084010,111321,Longliner,Longliner,1435724258,Longliner
247084310,110986,Trawler,Trawler,1435709131,Trawler
247084320,103068,Trawler,Trawler,1435708824,Trawler
247084610,122542,Trawler,Trawler,1435709665,Trawler
247084670,117918,Trawler,Trawler,1435708824,Trawler
247086590,118751,Longliner,Longliner,1435822165,Longliner
247092860,112641,Purse Seiner,Purse Seiner,1435709632,Seiner
247093040,124199,Purse Seiner,Purse Seiner,1435709118,Seiner
247094480,101321,Longliner,Longliner,1435715111,Longliner
247094570,125377,Longliner,Longliner,1435802018,Longliner
247094630,108202,Longliner,Longliner,1435800561,Longliner
247094940,114391,Purse Seiner,Purse Seiner,1435709528,Seiner
247094960,131503,Longliner,Longliner,1435801128,Longliner
247096450,123296,Trawler,Trawler,1435715803,Trawler
247097280,113581,Purse Seiner,Purse Seiner,1435709032,Seiner
247099330,100277,Purse Seiner,Purse Seiner,1435708886,Seiner
247100020,110311,Trawler,Trawler,1437641717,Trawler
247100040,129859,Trawler,Trawler,1435766442,Trawler
247100050,112306,Purse Seiner,Purse Seiner,1435709620,Seiner
247100070,120921,Trawler,Trawler,1435715983,Trawler
247100260,121337,Purse Seiner,Purse Seiner,1435709564,Seiner
247100320,126245,Trawler,Trawler,1435709107,Trawler
247100350,105901,Trawler,Trawler,1435708922,Trawler
247100360,109024,Trawler,Trawler,1437034441,Trawler
247100410,128268,Purse Seiner,Purse Seiner,1436280910,Seiner
247100480,120990,Trawler,Trawler,1435709114,Trawler
247100490,109409,Trawler,Trawler,1435710982,Trawler
247100530,127774,Trawler,Trawler,1435709004,Trawler
247100570,101073,Trawler,Trawler,1435714537,Trawler
247100620,105562,Purse Seiner,Purse Seiner,1435712623,Seiner
247100640,110109,Trawler,Trawler,1435709573,Trawler
247100680,102179,Trawler,Trawler,1437337853,Trawler
247100740,129012,Longliner,Longliner,1435711656,Longliner
247100930,115039,Trawler,Trawler,1435711178,Trawler
247101120,122699,Trawler,Trawler,1435709509,Trawler
247101140,108265,Trawler,Trawler,1435709124,Trawler
247101170,101521,Trawler,Midwater Otter Trawler,1435709342,Trawler
247101230,131295,Purse Seiner,Purse Seiner,1435711036,Seiner
247101330,131541,Longliner,Longliner,1435779685,Longliner
247101340,109948,Purse Seiner,Purse Seiner,1435709322,Seiner
247101440,128997,Purse Seiner,Purse Seiner,1435713739,Seiner
247101490,102432,Trawler,Trawler,1435708804,Trawler
247101540,132380,Trawler,Trawler,1435716796,Trawler
247102070,103357,Trawler,Trawler,1435709542,Trawler
247102110,115018,Purse Seiner,Purse Seiner,1435709644,Seiner
247102240,125966,Trawler,Trawler,1435708876,Trawler
247102810,131434,Purse Seiner,Purse Seiner,1435709198,Seiner
247103040,118137,Purse Seiner,Purse Seiner,1435709237,Seiner
247103060,108276,Purse Seiner,Purse Seiner,1435713400,Seiner
247108400,128405,Purse Seiner,Purse Seiner,1435915626,Seiner
247110080,115630,Fishing Support Vessel,Support Vessel,1435708881,Support
247110120,102361,Purse Seiner,Purse Seiner,1435708895,Seiner
247110130,101038,Purse Seiner,Purse Seiner,1435709601,Seiner
247110160,124953,Purse Seiner,Purse Seiner,1435709334,Seiner
247110330,123802,Trawler,Trawler,1435713056,Trawler
247110980,115401,Purse Seiner,Purse Seiner,1435709386,Seiner
247111260,117787,Purse Seiner,Purse Seiner,1435720926,Seiner
247111270,125496,Trawler,Trawler,1435834320,Trawler
247111480,112219,Trawler,Trawler,1435709506,Trawler
247111730,102618,Purse Seiner,Purse Seiner,1438583279,Seiner
247113730,110821,Purse Seiner,Purse Seiner,1435723453,Seiner
247118400,127382,Trawler,Trawler,1435709082,Trawler
247119090,102558,Longliner,Longliner,1437039752,Longliner
247120130,110736,Longliner,Longliner,1435780769,Longliner
247120160,132663,Longliner,Longliner,1435750776,Longliner
247120180,110734,Longliner,Longliner,1435777074,Longliner
247120240,116620,Trawler,Trawler,1435709179,Trawler
247120430,101099,Trawler,Trawler,1435709007,Trawler
247120440,115010,Trawler,Trawler,1435710055,Trawler
247120470,105611,Trawler,Trawler,1435709058,Trawler
247120480,116090,Trawler,Trawler,1435718708,Trawler
247120570,101216,Longliner,Longliner,1435787331,Longliner
247120640,122704,Longliner,Longliner,1435791599,Longliner
247120670,107267,Trawler,Trawler,1435709583,Trawler
247120760,119051,Trawler,Trawler,1435709145,Trawler
247120980,114083,Trawler,Trawler,1435709239,Trawler
247121010,130759,Trawler,Trawler,1435709295,Trawler
247121020,117945,Trawler,Trawler,1435709031,Trawler
247121080,100595,Trawler,Trawler,1435715139,Trawler
247121120,129138,Trawler,Trawler,1435709277,Trawler
247121160,122298,Purse Seiner,Purse Seiner,1435708922,Seiner
247121180,118503,Trawler,Trawler,1435709473,Trawler
247121190,110577,Trawler,Trawler,1435709659,Trawler
247121210,116812,Trawler,Trawler,1435708895,Trawler
247121220,113842,Trawler,Trawler,1435796591,Trawler
247121240,118844,Trawler,Trawler,1435733718,Trawler
247121280,118709,Trawler,Trawler,1435709902,Trawler
247121290,115575,Purse Seiner,Purse Seiner,1435709469,Seiner
247121310,126232,Purse Seiner,Purse Seiner,1435715651,Seiner
247121370,123776,Trawler,Trawler,1435708988,Trawler
247121420,132352,Trawler,Trawler,1435722601,Trawler
247121440,129696,Trawler,Trawler,1435715740,Trawler
247121660,108047,Trawler,Trawler,1435762261,Trawler
247121730,104831,Trawler,Trawler,1435709072,Trawler
247121790,122539,Trawler,Trawler,1435709289,Trawler
247121820,105728,Purse Seiner,Purse Seiner,1435845897,Seiner
247121850,129467,Trawler,Trawler,1435708907,Trawler
247121880,117505,Trawler,Trawler,1435778619,Trawler
247121920,117096,Trawler,Trawler,1435709220,Trawler
247121970,100243,Purse Seiner,Purse Seiner,1435709746,Seiner
247122020,121730,Trawler,Trawler,1435709196,Trawler
247122080,130380,Trawler,Trawler,1435709554,Trawler
247122090,110071,Trawler,Trawler,1435717197,Trawler
247122110,132588,Trawler,Trawler,1435709323,Trawler
247122150,127605,Trawler,Trawler,1435824504,Trawler
247122430,105719,Trawler,Trawler,1435708926,Trawler
247122640,121939,Longliner,Longliner,1435710159,Longliner
247123150,101577,Longliner,Longliner,1435727707,Longliner
247123920,112190,Longliner,Longliner,1435754727,Longliner
247125050,126785,Longliner,Longliner,1435754557,Longliner
247125640,105481,Trawler,Trawler,1435708895,Trawler
247126690,131601,Longliner,Longliner,1435714211,Longliner
247126820,123089,Trawler,Trawler,1436152111,Trawler
247127020,102316,Longliner,Longliner,1435781229,Longliner
247130290,110823,Longliner,Longliner,1435747067,Longliner
247130320,114314,Trawler,Trawler,1435747457,Trawler
247130370,127009,Longliner,Longliner,1436422359,Longliner
247130410,100528,Longliner,Longliner,1435708918,Longliner
247130630,121596,Fishing Support Vessel,Support Vessel,1435709001,Support
247130650,103973,Longliner,Longliner,1435940715,Longliner
247130740,117551,Longliner,Longliner,1435725412,Longliner
247130750,126724,Longliner,Longliner,1435760468,Longliner
247130850,111384,Longliner,Longliner,1435711923,Longliner
247130860,125808,Longliner,Longliner,1435709029,Longliner
247131080,118146,Trawler,Trawler,1435709241,Trawler
247131130,117219,Longliner,Longliner,1435760216,Longliner
247131610,108498,Trawler,Trawler,1435708973,Trawler
247131680,130696,Longliner,Longliner,1435748874,Longliner
247131710,129803,Longliner,Longliner,1435743361,Longliner
247132540,119946,Longliner,Longliner,1435731730,Longliner
247133620,107380,Longliner,Longliner,1435711011,Longliner
247140080,124509,Purse Seiner,Purse Seiner,1435709706,Seiner
247140240,101892,Purse Seiner,Purse Seiner,1435735793,Seiner
247140460,101329,Longliner,Longliner,1435956143,Longliner
247140520,103476,Longliner,Longliner,1435722051,Longliner
247140560,107328,Longliner,Longliner,1435778228,Longliner
247140740,122429,Longliner,Longliner,1439511624,Longliner
247140780,112498,Longliner,Longliner,1435773617,Longliner
247141040,111244,Longliner,Longliner,1435709883,Longliner
247141170,115711,Longliner,Longliner,1435708919,Longliner
247141320,109486,Longliner,Longliner,1435772519,Longliner
247141340,104382,Longliner,Longliner,1435708849,Longliner
247141380,131028,Longliner,Longliner,1435747838,Longliner
247141390,120500,Purse Seiner,Purse Seiner,1437963415,Seiner
247141630,106490,Longliner,Longliner,1435710058,Longliner
247141650,111771,Longliner,Longliner,1435854514,Longliner
247141660,123686,Longliner,Longliner,1435709479,Longliner
247141850,108967,Longliner,Longliner,1435880080,Longliner
247141860,101670,Longliner,Longliner,1435709793,Longliner
247142160,119411,Longliner,Longliner,1436893776,Longliner
247142230,113368,Longliner,Longliner,1435753318,Longliner
247142320,117302,Longliner,Longliner,1435709309,Longliner
247142430,103820,Longliner,Longliner,1435709937,Longliner
247142460,132553,Longliner,Longliner,1435708838,Longliner
247142480,104192,Fishing Support Vessel,Support Vessel,1442394025,Support
247142630,132039,Longliner,Longliner,1435724375,Longliner
247142790,108976,Trawler,Trawler,1435709641,Trawler
247142970,129673,Longliner,Longliner,1435713311,Longliner
247143030,117282,Longliner,Longliner,1435901086,Longliner
247143070,130619,Longliner,Longliner,1435709156,Longliner
247143230,117172,Longliner,Longliner,1435713964,Longliner
247143430,101556,Trawler,Trawler,1435710280,Trawler
247143440,132295,Longliner,Longliner,1435709649,Longliner
247143640,115405,Longliner,Longliner,1435829469,Longliner
247143660,126748,Trawler,Trawler,1435709751,Trawler
247143780,108922,Longliner,Longliner,1435709420,Longliner
247143810,114714,Longliner,Longliner,1436461104,Longliner
247144230,123335,Trawler,Trawler,1435709595,Trawler
247144240,131236,Trawler,Trawler,1435709249,Trawler
247144390,123097,Trawler,Trawler,1435718779,Trawler
247144750,124934,Longliner,Longliner,1435709410,Longliner
247144870,116008,Longliner,Longliner,1436406475,Longliner
247144910,102391,Purse Seiner,Purse Seiner,1435709649,Seiner
247145510,109010,Trawler,Trawler,1435709899,Trawler
247145660,102295,Trawler,Trawler,1435722018,Trawler
247145720,128037,Trawler,Trawler,1435719710,Trawler
247145850,124384,Purse Seiner,Purse Seiner,1435724156,Seiner
247145930,105692,Longliner,Longliner,1442050202,Longliner
247146010,119233,Trawler,Trawler,1435709373,Trawler
247146030,118107,Longliner,Longliner,1435777695,Longliner
247146110,117623,Trawler,Trawler,1435715971,Trawler
247146140,117304,Trawler,Trawler,1435709792,Trawler
247146240,112972,Longliner,Longliner,1435709749,Longliner
247146320,118758,Longliner,Longliner,1436175021,Longliner
247146610,111406,Trawler,Trawler,1435710475,Trawler
247146630,107521,Longliner,Longliner,1435765329,Longliner
247146640,103389,Longliner,Longliner,1435741726,Longliner
247146920,119797,Trawler,Trawler,1436186180,Trawler
247147270,110845,Fishing Support Vessel,Support Vessel,1435709602,Support
247147290,131935,Trawler,Trawler,1436188466,Trawler
247147630,104624,Longliner,Longliner,1435713779,Longliner
247147880,132489,Longliner,Longliner,1435710349,Longliner
247147950,127725,Purse Seiner,Purse Seiner,1435708999,Seiner
247148110,112693,Trawler,Trawler,1435710570,Trawler
247148120,123433,Trawler,Trawler,1435709754,Trawler
247148150,128027,Purse Seiner,Purse Seiner,1435708876,Seiner
247148660,125975,Longliner,Longliner,1438252891,Longliner
247148670,100362,Longliner,Longliner,1435996924,Longliner
247148950,111182,Trawler,Trawler,1435710541,Trawler
247149950,110684,Longliner,Longliner,1435709018,Longliner
247150350,125422,Longliner,Longliner,1436279160,Longliner
247151060,110348,Trawler,Midwater Otter Trawler,1435712622,Trawler
247151810,120894,Trawler,Trawler,1435728067,Trawler
247151940,131718,Trawler,Trawler,1438129401,Trawler
247153630,131555,Longliner,Longliner,1435738961,Longliner
247156120,106900,Longliner,Longliner,1437410959,Longliner
247220040,132441,Purse Seiner,Purse Seiner,1435709942,Seiner
247220130,115271,Trawler,Trawler,1435709525,Trawler
247220190,132061,Purse Seiner,Purse Seiner,1435723347,Seiner
247222060,111527,Longliner,Longliner,1435709039,Longliner
247239900,122088,Fishing Support Vessel,Support Vessel,1435709757,Support
247252970,118943,Trawler,Trawler,1435709070,Trawler
247300040,121466,Purse Seiner,Purse Seiner,1435710265,Seiner
247300080,128286,Longliner,Longliner,1435712996,Longliner
247300180,121616,Longliner,Longliner,1435710535,Longliner
247300220,119092,Trawler,Trawler,1435709240,Trawler
247300760,129408,Purse Seiner,Purse Seiner,1435711491,Seiner
247301120,107876,Longliner,Longliner,1436401435,Longliner
247302240,100703,Longliner,Longliner,1436241907,Longliner
247302330,107474,Longliner,Longliner,1435775251,Longliner
247302670,114497,Trawler,Trawler,1435708934,Trawler
247302720,129057,Longliner,Longliner,1442310484,Longliner
247304770,118700,Purse Seiner,Purse Seiner,1435708880,Seiner
247304790,124702,Longliner,Longliner,1435750086,Longliner
247305830,109438,Trawler,Trawler,1435713957,Trawler
247305860,116565,Longliner,Longliner,1435709486,Longliner
247306530,103552,Purse Seiner,Purse Seiner,1435709751,Seiner
247306970,100070,Longliner,Longliner,1435890905,Longliner
247306990,129973,Longliner,Longliner,1437084272,Longliner
247307130,109523,Longliner,Longliner,1435709830,Longliner
247309110,103661,Longliner,Longliner,1435709546,Longliner
247354400,110785,Purse Seiner,Purse Seiner,1436356084,Seiner
248000150,126061,Longliner,Longliner,1435716870,Longliner
248000190,110887,Longliner,Longliner,1435891580,Longliner
249000090,114466,Fishing Support Vessel,Support Vessel,1435709720,Support
249000102,119345,Trawler,Bottom Otter Trawler,1435708876,Trawler
249000150,109907,Longliner,Longliner,1435709448,Longliner
249000210,125709,Longliner,Longliner,1435832689,Longliner
249000250,131379,Longliner,Longliner,1435708902,Longliner
249000270,105836,Longliner,Longliner,1436035634,Longliner
249000597,101803,Longliner,Longliner,1435731713,Longliner
249000850,123771,Longliner,Longliner,1439013106,Longliner
249000930,107417,Longliner,Longliner,1435815272,Longliner
249000980,119735,Longliner,Longliner,1435855863,Longliner
250000092,105130,Trawler,Midwater Pair Trawler,1435851763,Trawler
250000096,108527,Trawler,Midwater Pair Trawler,1435709260,Trawler
250000135,120842,Trawler,Beam Trawler AND Midwater Pair Trawler,1435708981,Trawler
250000141,104629,Trawler,Midwater Pair Trawler,1439938413,Trawler
250000199,104195,Trawler,Midwater Pair Trawler,1435714656,Trawler
250000216,105242,Trawler,Midwater Pair Trawler AND Midwater Otter Trawler,1435862678,Trawler
250000399,102910,Trawler,Midwater Pair Trawler,1435708822,Trawler
250000528,129456,Trawler,Midwater Pair Trawler,1435766350,Trawler
250000546,104369,Trawler,Midwater Otter Trawler,1435709198,Trawler
250000557,117900,Trawler,Beam Trawler,1435709081,Trawler
250000594,100384,Trawler,Bottom Otter Trawler,1435787012,Trawler
250000608,105691,Trawler,Midwater Pair Trawler,1435709574,Trawler
250000633,105587,Trawler,Beam Trawler,1435709313,Trawler
250000699,124861,Trawler,Midwater Pair Trawler,1435709077,Trawler
250000764,122204,Trawler,Beam Trawler AND Bottom Otter Trawler,1435781978,Trawler
250000854,103678,Trawler,Midwater Pair Trawler,1435726986,Trawler
250000868,100299,Driftnet,Driftnet,1436405673,Other
250000884,129210,Trawler,Midwater Pair Trawler,1435713496,Trawler
250000897,116376,Trawler,Midwater Pair Trawler,1435713920,Trawler
250000908,131245,Trawler,Midwater Pair Trawler AND Midwater Otter Trawler,1435709383,Trawler
250000954,129486,Driftnet,Driftnet,1435709023,Other
250000957,112270,Trawler,Trawler,1435709268,Trawler
250000958,101717,Trawler,Midwater Pair Trawler,1435713489,Trawler
250001083,115689,Trawler,Midwater Pair Trawler,1435926947,Trawler
250001093,106194,Trawler,Midwater Pair Trawler,1435911116,Trawler
250001121,125703,Trawler,Midwater Pair Trawler,1435709267,Trawler
250001151,123207,Trawler,Midwater Pair Trawler,1435708888,Trawler
250001166,121054,Trawler,Midwater Pair Trawler,1435719111,Trawler
250001172,123462,Trawler,Beam Trawler AND BottomPairTrawler,1437060945,Trawler
250001269,112627,Trawler,Midwater Pair Trawler,1435708829,Trawler
250001293,123136,Trawler,Beam Trawler,1435709463,Trawler
250001333,115456,Trawler,Bottom Otter Trawler,1436182111,Trawler
250001339,113833,Trawler,Midwater Pair Trawler,1435974889,Trawler
250001421,106596,Trawler,Midwater Pair Trawler AND BottomPairTrawler,1435759388,Trawler
250001559,109626,Trawler,Midwater Pair Trawler,1435760121,Trawler
250001676,110044,Trawler,Bottom Otter Trawler,1435713727,Trawler
250001769,110479,Trawler,Midwater Pair Trawler,1436047060,Trawler
250001885,116526,Trawler,Trawler,1436330386,Trawler
250002023,116925,Trawler,Midwater Pair Trawler,1435708934,Trawler
250002036,108464,Trawler,Bottom Otter Trawler AND Midwater Pair Trawler,1435709211,Trawler
250002223,113509,Seiner,Scottish Seine,1436664600,Seiner
250002378,105544,Trawler,Beam Trawler,1435709004,Trawler
250002424,101928,Trawler,Midwater Pair Trawler,1436891769,Trawler
250002464,112754,Trawler,Midwater Pair Trawler,1435709387,Trawler
250002516,105037,Trawler,Beam Trawler,1435709159,Trawler
250002664,108929,Trawler,Beam Trawler AND Midwater Otter Trawler,1436468159,Trawler
250002714,102047,Trawler,Beam Trawler,1435710085,Trawler
250002855,107525,Trawler,Otter Twin Trawler,1435722135,Trawler
250002872,122562,Trawler,Otter Twin Trawler,1435709220,Trawler
250002886,103804,Driftnet,Driftnet,1435710029,Other
250002896,107056,Trawler,Otter Twin Trawler AND BottomPairTrawler,1435733782,Trawler
250003201,102311,Trawler,Midwater Pair Trawler,1435709143,Trawler
250003397,124226,Trawler,Midwater Pair Trawler,1439829212,Trawler
250003406,112188,Trawler,Midwater Pair Trawler,1436373924,Trawler
250003407,121969,Trawler,Midwater Pair Trawler,1436452256,Trawler
250101800,103689,Trawler,Midwater Pair Trawler,1435713885,Trawler
250102600,119597,Trawler,Trawler,1442994713,Trawler
250103560,118210,Trawler,Midwater Pair Trawler,1435708947,Trawler
250103600,127646,Trawler,Midwater Pair Trawler,1437484424,Trawler
250103700,108389,Trawler,Midwater Pair Trawler,1435712629,Trawler
250104640,125674,Trawler,Beam Trawler,1435709372,Trawler
250104700,121996,Trawler,Midwater Pair Trawler,1435709209,Trawler
250105600,102538,Trawler,Midwater Pair Trawler,1435708955,Trawler
250105700,123953,Driftnet,Driftnet,1435713550,Other
250106600,118833,Trawler,Midwater Pair Trawler,1435738761,Trawler
250106800,100305,Trawler,Trawler,1435712515,Trawler
250106840,110926,Trawler,Beam Trawler,1436124486,Trawler
250107700,113156,Driftnet,Driftnet,1435709176,Other
250109460,106803,Purse Seiner,Purse Seiner,1436290016,Seiner
250115460,124891,Trawler,Midwater Pair Trawler,1435709001,Trawler
250116470,101672,Trawler,Beam Trawler,1435709378,Trawler
250117400,104084,Trawler,Midwater Pair Trawler,1435713879,Trawler
250122460,127877,Trawler,Beam Trawler AND Midwater Pair Trawler,1436391651,Trawler
250126460,102251,Trawler,Midwater Pair Trawler,1435713519,Trawler
250132400,108867,Trawler,Beam Trawler AND Midwater Pair Trawler,1435710858,Trawler
250142400,112749,Trawler,Midwater Pair Trawler,1435713897,Trawler
250165000,120496,Trawler,Trawler,1435989611,Trawler
250177000,123719,Trawler,Midwater Pair Trawler,1435932840,Trawler
250183000,118589,Trawler,Midwater Pair Trawler,1435708852,Trawler
250184000,108246,Trawler,Midwater Pair Trawler,1435708822,Trawler
250190000,102754,Trawler,Midwater Pair Trawler,1435709334,Trawler
250228470,123750,Trawler,Beam Trawler AND Midwater Pair Trawler,1436133190,Trawler
250240000,122061,Trawler,Midwater Pair Trawler,1435753533,Trawler
250261000,104212,Trawler,Trawler,1435903108,Trawler
250262000,121966,Driftnet,Driftnet,1435888364,Other
250264000,120253,Trawler,Midwater Pair Trawler,1436095627,Trawler
250269000,121831,Trawler,Trawler,1435709411,Trawler
250292000,116886,Driftnet,Driftnet,1436383350,Other
250350000,102503,Trawler,Midwater Pair Trawler,1435722125,Trawler
250370000,115892,Trawler,Midwater Pair Trawler,1435709240,Trawler
250379000,101064,Trawler,Midwater Otter Trawler,1435709637,Trawler
250390000,116339,Driftnet,Driftnet,1436790722,Other
250428000,102381,Trawler,Trawler,1435709257,Trawler
250429000,129409,Trawler,Trawler,1435709429,Trawler
250440000,121955,Trawler,Midwater Pair Trawler,1435713297,Trawler
250444000,107422,Driftnet,Driftnet,1435708903,Other
250486000,131046,Driftnet,Driftnet,1435713520,Other
250489000,113204,Trawler,Beam Trawler,1435709140,Trawler
250493000,111612,Trawler,Midwater Pair Trawler,1435708873,Trawler
250495000,125448,Trawler,Midwater Pair Trawler,1435708927,Trawler
250512000,121162,Trawler,Midwater Pair Trawler,1435709326,Trawler
250513000,114050,Trawler,Midwater Pair Trawler,1435709141,Trawler
253000170,118040,Trawler,Midwater Pair Trawler AND Otter Twin Trawler,1438786387,Trawler
255401690,117537,Longliner,Longliner,1435851723,Longliner
255402650,104219,Pole and Line,Pole and Line,1435709165,Other
255402880,125911,Pole and Line,Pole and Line,1435713232,Other
255402890,115613,Longliner,Longliner,1435785270,Longliner
255500118,101206,Pole and Line,Pole and Line,1435802179,Other
255501000,118816,Longliner,Longliner,1435734117,Longliner
255502000,122168,Pole and Line,Pole and Line,1435713171,Other
256000058,100625,Longliner,Longliner,1435709124,Longliner
256000318,112841,Fishing Support Vessel,Support Vessel,1435709102,Support
256000552,127428,Fishing Support Vessel,Support Vessel,1435721543,Support
256000656,121946,Longliner,Longliner,1435817123,Longliner
256384000,118865,Fishing Support Vessel,Support Vessel,1435729944,Support
261002420,120685,Trawler,Midwater Pair Trawler,1435708934,Trawler
261518000,110948,Trawler,Midwater Pair Trawler,1435732914,Trawler
263271000,114377,Longliner,Longliner,1436478132,Longliner
263274000,117039,Longliner,Longliner,1435709469,Longliner
263401270,116441,Longliner,Longliner,1435709515,Longliner
263402680,120111,Longliner,Longliner,1435825197,Longliner
263407240,132554,Longliner,Longliner,1435718929,Longliner
263408380,109641,Longliner,Longliner,1435966554,Longliner
263410690,118984,Longliner,Longliner,1436867708,Longliner
263413870,112289,Longliner,Longliner,1435713332,Longliner
263415290,132365,Longliner,Tuna longliner,1435712307,Longliner
263418780,100161,Longliner,Longliner,1435709001,Longliner
263422240,120373,Longliner,Longliner,1435740082,Longliner
263427750,104230,Longliner,Longliner,1436421571,Longliner
263512000,109139,Longliner,Longliner,1435758007,Longliner
263564000,109329,Longliner,Tuna longliner,1435709001,Longliner
263569000,122464,Longliner,Longliner,1435712611,Longliner
263582000,110306,Longliner,Tuna longliner,1435709118,Longliner
263583000,103631,Longliner,Longliner,1435716624,Longliner
263584000,115224,Longliner,Longliner,1435720196,Longliner
263586000,102421,Trawler,Midwater Pair Trawler,1441703303,Trawler
263821000,107961,Longliner,Tuna longliner,1435709739,Longliner
264900113,128233,Trawler,Midwater Pair Trawler,1435709292,Trawler
265457000,107189,Trawler,Midwater Pair Trawler,1435709538,Trawler
265551874,114368,Driftnet,Driftnet,1438427695,Other
265716000,114846,Trawler,Midwater Pair Trawler,1435709207,Trawler
265741440,127341,Trawler,Midwater Pair Trawler AND Bottom Otter Trawler,1435709129,Trawler
265754000,129051,Trawler,Midwater Pair Trawler,1435708981,Trawler
265755000,127088,Trawler,Midwater Pair Trawler,1438805102,Trawler
265781000,106479,Trawler,Midwater Pair Trawler,1435708941,Trawler
265817000,111327,Trawler,Midwater Pair Trawler AND Midwater Otter Trawler,1435709116,Trawler
265824000,125350,Trawler,Midwater Pair Trawler,1435708829,Trawler
266062000,132143,Trawler,Midwater Pair Trawler,1435708983,Trawler
266101000,121790,Trawler,Midwater Pair Trawler AND Midwater Otter Trawler,1435709188,Trawler
266245000,116447,Trawler,Bottom Otter Trawler AND Midwater Pair Trawler,1435708910,Trawler
266274000,121577,Trawler,Midwater Pair Trawler,1435709042,Trawler
266315000,106729,Trawler,Bottom Otter Trawler AND Midwater Pair Trawler,1435709390,Trawler
266346000,124767,Trawler,Midwater Pair Trawler,1435709608,Trawler
271043111,118724,Longliner,Longliner,1435709240,Longliner
271056046,110628,Purse Seiner,Purse Seiner,1435836095,Seiner
271072220,118130,Purse Seiner,Purse Seiner,1440474253,Seiner
273332560,127522,Trawler,Trawler,1435709724,Trawler
273353640,131020,Fishing Support Vessel,FISH CARRIER,1435753883,Support
273522400,113997,Trawler,Trawler,1435904917,Trawler
273524300,127635,Trawler,Trawler,1435712719,Trawler
273526300,110728,Trawler,Trawler,1436119551,Trawler
273526700,108293,Trawler,Trawler,1439636234,Trawler
273528800,102899,Trawler,Trawler,1436773512,Trawler
275019000,112269,Trawler,Midwater Pair Trawler,1439212294,Trawler
275026000,112915,Trawler,Midwater Pair Trawler,1440053550,Trawler
275062000,128147,Trawler,Midwater Pair Trawler,1437800670,Trawler
275072000,115511,Trawler,Midwater Pair Trawler,1435709252,Trawler
275086000,123718,Trawler,Midwater Pair Trawler,1435709249,Trawler
275094000,103163,Trawler,Midwater Pair Trawler,1435709456,Trawler
275098000,115515,Trawler,Midwater Pair Trawler,1440052023,Trawler
275099000,104489,Trawler,Midwater Pair Trawler,1438414244,Trawler
275107000,104463,Trawler,Midwater Pair Trawler,1435709653,Trawler
275127000,102371,Trawler,Midwater Pair Trawler,1435775424,Trawler
275129000,125953,Trawler,Midwater Pair Trawler,1438678885,Trawler
275131000,125995,Trawler,Midwater Pair Trawler,1441111242,Trawler
275136000,110113,Trawler,Midwater Pair Trawler,1435708910,Trawler
275143000,112316,Trawler,Midwater Pair Trawler,1435709320,Trawler
275151000,103856,Trawler,Midwater Pair Trawler,1435709139,Trawler
275162000,105026,Trawler,Midwater Pair Trawler,1435716566,Trawler
275173000,115433,Trawler,Midwater Pair Trawler,1435708895,Trawler
275190000,102759,Trawler,Midwater Pair Trawler,1442367463,Trawler
275200000,111974,Trawler,Midwater Pair Trawler,1435709320,Trawler
275210000,100958,Trawler,Midwater Pair Trawler,1435717630,Trawler
275218000,125423,Trawler,Midwater Pair Trawler,1435724508,Trawler
275220000,117593,Trawler,Midwater Pair Trawler,1442311427,Trawler
275221000,128236,Trawler,Midwater Pair Trawler,1436611240,Trawler
275223000,124229,Trawler,Midwater Pair Trawler,1435709227,Trawler
275228000,101743,Trawler,Midwater Pair Trawler,1435757038,Trawler
275230000,102719,Trawler,Midwater Pair Trawler,1441291996,Trawler
275231000,127617,Trawler,Midwater Pair Trawler,1435709128,Trawler
275232000,127272,Trawler,Midwater Pair Trawler,1435711310,Trawler
275238000,125532,Trawler,Midwater Pair Trawler,1435840121,Trawler
275247000,110345,Trawler,Midwater Pair Trawler,1435711967,Trawler
275258000,116428,Trawler,Midwater Pair Trawler,1442894941,Trawler
275268000,110132,Trawler,Midwater Pair Trawler,1435709163,Trawler
275271000,100221,Trawler,Midwater Pair Trawler,1435709102,Trawler
275272000,129812,Trawler,Midwater Pair Trawler,1435837912,Trawler
275273000,131707,Trawler,Midwater Pair Trawler,1435710804,Trawler
275312000,104215,Trawler,Bottom Otter Trawler,1435708905,Trawler
275412000,125109,Trawler,Midwater Pair Trawler,1435928221,Trawler
275416000,122356,Trawler,Midwater Pair Trawler,1435708950,Trawler
275420000,125970,Trawler,Bottom Otter Trawler,1436432417,Trawler
275424000,118234,Trawler,Midwater Pair Trawler,1435719963,Trawler
275425000,115465,Trawler,Midwater Pair Trawler,1435709731,Trawler
276152000,121875,Trawler,Midwater Pair Trawler,1438008525,Trawler
276182000,102175,Trawler,Midwater Pair Trawler,1436015720,Trawler
276187000,102685,Trawler,Midwater Pair Trawler,1435997713,Trawler
276282000,117296,Trawler,Midwater Pair Trawler,1435709558,Trawler
